directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy
vikidonda,D,F,Frente de Todos,id_1217401652782735361,1/15/20 11:02,Facismo al palo.,,,None,,,
CaserioCarlos,S,M,Frente de Todos,id_1208491689700208640,12/21/19 20:57,Moviliza la economía echándote a la calle para bajar impuestos y que cuando cobre el sueldo tenga más plata para gastar.,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1205454716525830145,12/13/19 11:49,Hay que elegir mejor al equipo. Los tibios se acomodan con cualquiera que les de un poquito de calor un poquito de frío.,,,None,,,
omarperotti,S,M,Frente de Todos,id_1227060380511473666,2/11/20 2:42,Esto no tiene remedio. A patas en en culo la llevo hasta la casa.,,,None,,,
gabicerru,D,F,Frente de Todos,id_1215718205634772993,1/10/20 19:33,"Che, monstruito, que se siente llegar a tu edad siendo una ignorante y resentida? La imbecilidades que decis viviendo y siendo parte de la casta politica inmunda de un pais destruido por sus gobernantes desde hace decadas dan repulsión y verguenza.","ignorante, resentida, casta politica inmunda, dan repulsion, dan verguenza",,Hostility,No,No,No
,,,,id_1204136179366535168,12/9/19 20:30,No sé. Parece Koleston más que todo.,,,None,,,
,,,,id_1232014435667054593,2/24/20 18:48,#VerdesViolentas,,,None,,,
sacnun,S,F,Frente de Todos,id_1225634865497829376,2/7/20 4:18,"""En la Argentina tenemos que dar, sincera, y respetuosamente, el debate ideológico"". Alocución completa de la senadora nacional día 5/2/20. Impactante, realista, contundente.",,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233373986156941312,2/28/20 12:50,"Asi es Rial,vergüenza ajena,con esta clase de políticos.",,other individual,Hostility,No,No,No
juancabandie,D,M,Frente de Todos,id_1204815204871286784,12/11/19 17:28,"Llegó . a la COP25 en Madrid y dio su presentación en el Segmento de Alto Nivel, para luego charlar con los periodistas que estamos cubriendo el evento. Hilo con algunas declaraciones",,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1221492349093797890,1/26/20 17:57,Quienes son políticas sociales??? A los ñoquis les dicen asiiiiiiii???,�oquis,Other plural,Hostility,No,No,No
,,,,id_1206635549093769216,12/16/19 18:01,El gobierno nacional quiere “superpoderes” a traves de un proyecto llamado “Ley de Solidaridad Social y Reactivación Productiva” si esto se aprueba el Presidente estaría facultado para regular o destinar partidas presupuestarias discrecionalmente hacia distintos objetivos.,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1214915214619140096,1/8/20 14:22,Una verdadera joya 👏👏,,,None,,,
Leonardo_Grosso,D,M,Frente de Todos,id_1233248129497141249,2/28/20 4:30,"Claro compañero, además si pidió licencia para viajar es porque está en el cargo de diputado  #JusticiaSinPrivilegios",,,None,,,
ines_byd,S,F,Juntos por el Cambio,id_1220891463090888704,1/25/20 2:09,"Lastima que ahora va a faltar el 50% de la esencia, una mirada femenina, deja nomas pongo Spotify!",,,None,,,
vikidonda,D,F,Frente de Todos,id_1210903287081394176,12/28/19 12:40,Está loca! Están desarmando el país!,loca,,Hostility,No,No,No
CECILIAMOREAU,D,F,Frente de Todos,id_1235184496397385729,3/4/20 12:45,Casi capicúa!!,,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1225449099077595137,2/6/20 16:00,"Llamate al silencio, dejen gobernar que uds hicieron lo que quisieron, hasta le sacaron las paritarias osea shhhh",,,Criticism,No,No,No
felipe_sola,D,M,Frente de Todos,id_1205151144705765376,12/12/19 15:43,Pero  lo hace desde Twitter  hoy ya lo hizo,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1232838992145547265,2/27/20 1:24,Eso es lo que queremos que nos defiendan!!!!!! Los votamos para eso!! Y no esperaba menos,,,None,,,
LucilaLehmann,D,F,Juntos por el Cambio,id_1220266621027127298,1/23/20 8:46,Llegó a dar las gracias a Dios por la muerte de una persona y pide respeto por ella; merece todo lo malo y lo peor,"merece todo lo malo, merece todo lo peor",,Hostility,Yes,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1212904814419554304,1/3/20 1:13,Me parece que se habla desde el punto de vista político. Con cinismo se pone las hijas en el medio.,,,Criticism,,,
,,,,id_1222775373441699840,1/30/20 6:55,"Y, eso le pasa a los que viven adentro de un tarro de yogurt o a los que son demasiado plotudos...  Nadie te aviso que estos eran unos ladrones, que ya no habia mas guita para robar y que si volvian iban ir por vos, #GeniosDelVoto???  Asi no se hace un pais, FORRO...  😆😆😆","pelotudos, ladrones, forro",,Hostility,No,No,No
,,,,id_1221270197618782209,1/26/20 3:14,"Díganme sí éste muchacho dice la pura verdad, ahora volvieron los F.F con el RELATO DE LA LUCHA X LA POBREZA Y EL HAMBRE y miren lo que ""inventaron"" para reventar más a los pobres",,Other plural,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207791099697336333,12/19/19 22:33,"No seas bruto  la crisis la generaron los políticos, los empresarios UIA/AEA consortes son solo pusilámines parásitos lobbystas a quienes los políticos utilizan y ambos hacen negocios.",bruto,,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1205388172408086533,12/13/19 7:25,Arranca la chicana en 123..... .,,,None,,,
vikidonda,D,F,Frente de Todos,id_1235016224435822592,3/4/20 1:36,Y el gato de al lado?,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1218543714186006528,1/18/20 14:40,"Cris tb tuvo sus blanqueos, hablas de esos?",,,None,,,
,,,,id_1204403338651062272,12/10/19 14:11,Y la fiestita quien la pago? Uds suempre igual utilizan a los pobres para seguir robando,,,Hostility,No,No,No
,,,,id_1235698147655106560,3/5/20 22:46,CHE LEY INCLUSIVIDAD EN TODAS LAS CLINICAS PRIVADAS Y CLINICAS PUBLICAS DEL PAIS PARA QUE SE TERMINE LAS DISCRIMINACIONES A LOS DEMAS POR SER DIFERENTE LA SALUD DEBE SER PARA TODOS LOS ARGENTINOS,,,None,,,
RossiAgustinOk,D,M,Frente de Todos,id_1207720732433768448,12/19/19 17:53,VALLAS EN EL CONGRESO !!!  #19DTodosAlCongreso MALA LEY PARA EL PUEBLO !! MITAD PAIS DEMOCRACIA Y REPUBLICA MÁS JUNTOS QUE NUNCA,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1235603392740970496,3/5/20 16:29,Si  la verdad lo único que nos queda es hacer kilombo  Yo viví todo hasta la dictadura No se pude seguir siendo tibios,,,None,,,
slospennato,D,F,Juntos por el Cambio,id_1231571420582490114,2/23/20 13:28,No tienen los votos en el Senado,,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1206534951405064193,12/16/19 11:22,"Donen el 80% de sus haberes,se soluciona",,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1221224963375542272,1/26/20 0:14,El proximo billete venia con tu cara? Por suerte perdieron y nosotros ganamos y ponemos la cara de quien se nos canta las ⚽⚽⚽⚽,,,Hostility,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1228824474222497802,2/15/20 23:32,Donde aprendiste a escribir?,,,Hostility,,,
gabicerru,D,F,Frente de Todos,id_1223634486056882177,2/1/20 15:49,Déjate de joder Gabriela. Por favor.,dejate de joder,,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1226852340659113984,2/10/20 12:56,Te encantaría ser el 1% pero no te da la nafta. Te veo más como payaso,"no te da la nafta, payaso",,Hostility,No,No,No
,,,,id_1220722857149370371,1/24/20 14:59,Gracias Lupín #nestorvive #legado,,,None,,,
,,,,id_1205415970149408768,12/13/19 9:15,Ya salió el chupa medias de los videitos medio en pedo este pseudo oposicitor de cotillón larga el tetra barato q t pega mal campeón,chupa medias,,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1235348504488407040,3/4/20 23:36,"Nhonho, vc não aprende.... Entendo sua dificuldade.... Mas nós queremos nossos 12 deputados de volta. Tão mesquinha a sua retaliação.... Vc com míseros 70mil votos quer ignorar todos os votos que os 12 tiveram.... quem vc acha que está com raiva agora??? Só eles?",,,None,,,
luisnaidenoff,S,M,Juntos por el Cambio,id_1225472249202913280,2/6/20 17:32,"Osea que 1/3 del total de toda la deuda actual fue formado por una administración que duró solo 4 años!? Es una barbaridad y un espantó, aceleraron el endeudamiento exponencialmente",,,Criticism,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1217763280615301120,1/16/20 10:59,La mentira para los Roberto q le creen al panqueque..,panqueque,other individual,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1234962358440689669,3/3/20 22:02,Pedile a  tinellin,,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1236794731948134400,3/8/20 23:23,La Sec. De abordaje territorial  me puso en funciones a cargo del CDR Tandil.  Vamos a trabajar incansablemente por l más humildes!,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1233124414599966727,2/27/20 20:19,Hipócrita pic.twitter.com/Q0ls4H2VJ4,hipocrita,,Hostility,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1219804172910022656,1/22/20 2:09,"Paciencia doña, y póngale onda para que las grandes empresas, el campo y los grandes recaudadores paguen los impuestos que corresponde, todos tenemos que tirar para el mismo lado, siempre y cuando les interese.",,,None,,,
BuryaileRicardo,D,M,Juntos por el Cambio,id_1237547981139660801,3/11/20 1:16,Capoooo 💙💛💙,,,None,,,
,,,,id_1236087133422661632,3/7/20 0:31,QUIEREN LIBERAR A ESTA DELINCUENTE,,other individual,Hostility,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1210389430437130240,12/27/19 2:38,"BOUDOU , NO TOME DE ESTUPIDA A LA GENTE , NO TODOS PERTENECEN AL REBAÑO DE IGNORANTES A LOS QUE USTED ESTA ACOSTUMBRADO TRATAR ,POR SER UN FUNCIONARIO ,YO LE HUBIESE DADO 40 AÑOS A LA SOMBRA ,CON EL UNICO BENEFICIO : IR AL BAÑO.",,,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1221620631273443329,1/27/20 2:27,"Que kakerto patético e inmundo que sos, papanatas! Lame kageta de la chorra bipolar! Los detesto más que ayer, pero menos que mañana. Probá con una 45, dale?","kakerto, patetico, inmundo, papanatas, lame kageta, chorra, bipolar",,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1208005106312077314,12/20/19 12:43,Tu intervencion fue MARAVILLOSA. Los del 41% somos demasiado decentes pq deberiamos estar incendiando el congreso.,,,None,,,
omarperotti,S,M,Frente de Todos,id_1206251208526254081,12/15/19 16:34,"Imagino que siendo los ciudadanos de su provincia los que lo pusieron en su función, hará lo que tiene que hacer para defenderlos, principalmente a los pequeños y medianos productores no? O sus ciudadanos le chupan un huevo y sólo importa el poder, la guita y la ✌?",le chupa un huevo,other individual,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1235214324970422276,3/4/20 14:43,"La enfermaron los padres.!!! Repite letra , nena decí esto....Harta me tienen los k!!!Harta!!!",,Other plural,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1230254031676878850,2/19/20 22:13,Claramente no. No hace sinapsis,,other individual,Hostility,No,No,No
FilmusDaniel,D,M,Frente de Todos,id_1228763718332436482,2/15/20 19:31,"A  le falta coraje para decir las cosas como son: 👉 Les cientifiques argentines. En su lugar, escribe en tibio 👎 los/las científicos/as argentinos/as.",,,Criticism,No,No,No
HugoYasky,D,M,Frente de Todos,id_1221231474839629824,1/26/20 0:40,"No puede ser tan cara rota, entregó el país y todavía cree que hizo un buen gobierno.",cara rota,other individual,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1209938201948966915,12/25/19 20:45,"lastima que se despertaron tan tarde, pero bueno, aguante la lucha!",,,None,,,
,,,,id_1230967135528259584,2/21/20 21:26,"Vergonzoso , estás pacientes, tendrían q aceptar q un tratamiento psiquiátrico sería un alivio para el tormento y traumas que padecen .",,,None,,,
KBanfi,D,F,Juntos por el Cambio,id_1229967568875728897,2/19/20 3:14,Mamarracho total. Esperemos que los legisladores estén a la altura de las circunstancias.,mamarracho,,Hostility,No,No,No
larroqueandres,D,M,Frente de Todos,id_1235561153650135042,3/5/20 13:41,Un dictador menos !!!!!!!,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1217211870333018113,1/14/20 22:28,"Que hagan cesar tu condición de jubilada, ÑOQUI VIP !!!!",�oqui,,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1234230227057942529,3/1/20 21:33,"DICE  : "" NO LE VAN A ECHAR LA CULPA AHORA A MACRI DEL SARAMPION "" DECIME NEGRI VOS ESTAS CON DEMENCIA SENIL, QUIEN RETUVO 12 MILLONES DE VACUNAS EN LA ADUANA, Y QUIEN EN LA PROVINCIA DEJO VENCER 160 MIL VACUNAS ?   …  …",,,Hostility,No,No,No
,,,,id_1210315289671479296,12/26/19 21:43,Como se nota q no sufren el ajustazo uds!!! Politicos!! Todos iguales! Cero ajuste a sus ingresos! Miserables,miserables,,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1227704269236772867,2/12/20 21:21,Sergio! Te acompañamos en todas estas iniciativas y vamos a poner el corazon para poner a la Argentina de pie!!!! #SergioMassa #FernandoSousa #ArgentinaDePie🇦🇷,,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1215679113731678216,1/10/20 16:57,"Debería sacársela pero además juzgar a Bonadio como cómplice de encubrimiento, no?",,,None,,,
RossiAgustinOk,D,M,Frente de Todos,id_1218753249378959361,1/19/20 4:33,"Dale Mari,tomo en cuenta tus consejos de luz y amor....sábado 1:30 am estoy muy hecho mierda si me pongo a pelear con un k!!!!  No tengo ganas ni me interesa explicar q hago de mi vida  Besito y buena vida ❤️",,Other individual,Hostility,,,
,,,,id_1230201412136599552,2/19/20 18:44,"Hoy volvemos a salir a las calles para reclamar por nuestros derechos. Las mujeres no podemos seguir desamparadas por la ausencia del Estado. El #aborto existe y es un tema de salud pública.   El debate es 👉clandestino o seguro, legal y gratuito.  #SeraLey",,,None,,,
,,,,id_1236112064764092417,3/7/20 2:10,Me alegro que lo hayas pasado tan bien.... Por suerte desde que están ustedes los científicos nos va rebien!!!💩💩💩,,,None,,,
estebanbullrich,S,M,Juntos por el Cambio,id_1235265457277612032,3/4/20 18:06,"Che, no encontraste un trabajo honesto?",,,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1219423800724545539,1/21/20 0:57,"Nico, se bajó la gente del tren y los cagó a piedrazos.",,,None,,,
juancabandie,D,M,Frente de Todos,id_1222310180408434690,1/29/20 0:07,El Gobierno de La Pampa prohibió el uso de agroquímicos #agro #agroquimicos #LaPampa    IR A LA NOTA:,,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207838301576712196,12/20/19 1:41,Es necesaria una .marcha urgente de los jubilados y el campo apoyados por los pueblos enteros porque somos muy perjudicados. Basta de desangrar a los que no se les puede sacar más. Nos tomaron por idiotas.  No es que iban a ayudar a los que menos tenian ?,idiotas,,Criticism,No,No,No
FilmusDaniel,D,M,Frente de Todos,id_1221450568633372674,1/26/20 15:11,El mito de Malvinas debe ser ridiculizado,,,None,,,
slospennato,D,F,Juntos por el Cambio,id_1231969574314217473,2/24/20 15:50,Ironía y sarcasmo? A mí me pareció bastante discriminatorio y antisemita. Ahora hay que presentar certificado de sangre pura para oponerse o criticar algo,,,Criticism,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1215780061284118528,1/10/20 23:38,"Pero como querida? No era q a uds les molestaba que en nuestros hospitales, se atendieran personas de países limítrofes, o del conurbano en capital? Lo vocearon a troche y moche, son incansablemente racistas, entonces? De que están orgullosos, de como son y que no hicieron nada?",,,Criticism,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1233118190617681921,2/27/20 19:54,"Juaaaaa.callate hormiga.hay q ser indigna para dejarte apodar así!!! si alguien me llamaran así....le quedaría  unos dientes menos pero vos no sabes lo q es la dingidad, hormiga",callate,,Hostility,No,No,No
,,,,id_1228431943848644610,2/14/20 21:32,Con ustedes no hay chances! Sólo sus votantes les creen. Mas de medio país y el mundo (Excepto Cuba y Venezuela) los odia!!!,,plural,Hostility,,,
JosefaMendo,D,F,Juntos por el Cambio,id_1215242878605307908,1/9/20 12:04,"Que bueno que aceptes que es un ser humano, lo malo es que lo trates como un sub humano porque está dentro de la mujer....seguramente no crees en los derechos humanos.",,,Criticism,No,No,No
,,,,id_1205916920421257219,12/14/19 18:26,Cómo? No había menos pobres que en Alemania?,,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1233398931566059520,2/28/20 14:29,"Cagon, no hubieses dado Cuorum y presionabas con eso...pero siempre fuiste funcional a los K.",cagon,,Hostility,No,No,No
,,,,id_1217986117154299906,1/17/20 1:44,Quedó claro es tu derecho.,,,None,,,
,,,,id_1237163872018104321,3/9/20 23:50,A la mierda.... que velocidad para construir! Otra que los chinos!!,,,None,,,
monicafrade2,D,F,Juntos por el Cambio,id_1208605100723331073,12/22/19 4:28,"Esta sra, no está gagá como muchos dicen, es operadora del stablimench sabe lo que dice, para que parezca creíble y vos aplaudas pensando que su honestidad es un baluarte ,no entra en ninguna categoría, pues miente. Qué si es un valor de ella, MITÓMANA. Perjudica a la República!","gaga, mitomana",,Hostility,No,No,No
,,,,id_1217230588568121344,1/14/20 23:42,Además también dijo que Vidal tiene la culpa de que  emita deuda y el no la pueda pagar porque nadie le presta plata.,,,None,,,
